,route_id,stop_id,stop_name
7260,70T,7,THIRUMANGALAM
7261,70T,8,KOYAMBEDU SCHOOL
7262,70T,9,M.M.D.A.COLONY RD.JN.
7263,70T,10,JN OF III AND 1ST AVE
7264,70T,11,JAFFARKHAN PET
7265,70T,12,CIPET
7266,70T,13,ST THOMAS MOUNT PO
7267,70T,14,MEENAMABAKKAM OLD AIRPORT
7268,70T,15,THIRUSOOLAM NATIONAL AIRPORT
7269,70T,16,PALLAVARAM
7270,70T,17,CHROMEPET
7271,70T,18,T.B.SANATORIUM
7272,70T,19,TAMBARAM
7273,70T,20,IRUMBULIYUR
7274,70T,21,PERUNGALATHUR
7275,70T,22,VANDALUR GATE
7276,70T,23,VANDALUR ZOO
7277,70T,24,KILAMBAKKAM B.S.
7278,70V,1,M.G.R.KOYAMBEDU
7279,70V,2,M.M.D.A.COLONY RD.JN.
7280,70V,3,JN OF III AND 1ST AVE
7281,70V,4,JAFFARKHAN PET
7282,70V,5,CIPET
7283,70V,6,ST THOMAS MOUNT PO
7284,70V,7,MEENAMABAKKAM OLD AIRPORT
7285,70V,8,THIRUSOOLAM NATIONAL AIRPORT
7286,70V,9,PALLAVARAM
7287,70V,10,CHROMEPET
7288,70V,11,T.B.SANATORIUM
7289,70V,12,TAMBARAM
7290,70V,13,IRUMBULIYUR
7291,70V,14,PERUNGALATHUR
7292,70V,15,VANDALUR GATE
7293,70V,16,VANDALUR ZOO
7294,70V,17,KILAMBAKKAM B.S.
7295,71D,1,BROADWAY
7296,71D,2,M.G.R.CENTRAL
7297,71D,3,DASAPRAKASH
7298,71D,4,TAYLORS ROAD
7299,71D,5,KILPAUK GARDEN
7300,71D,6,ICF ANNEXE
7301,71D,7,NATHAMUNI TALKIES
7302,71D,8,LUCAS TVS
7303,71D,9,AMBATTUR I.E.
7304,71D,10,DUNLOP
7305,71D,11,AMBATTUR O.T.
7306,71D,12,PUDUR
7307,71E,1,BROADWAY
7308,71E,2,M.G.R.CENTRAL
7309,71E,3,DASAPRAKASH
7310,71E,4,TAYLORS ROAD
7311,71E,5,KILPAUK GARDEN
7312,71E,6,ICF ANNEXE
7313,71E,7,NATHAMUNI TALKIES
7314,71E,8,LUCAS TVS
7315,71E,9,AMBATTUR I.E.
7316,71E,10,DUNLOP
7317,71E,11,AMBATTUR O.T.
7318,71E,12,THIRUMULLAIVOYAL
7319,71E,13,POLYTECHNIC
7320,71E,14,AVADI
7321,71E,15,KAVARAIPALAYAM
7322,71E,16,PATTABIRAM
7323,71EX,1,BROADWAY
7324,71EX,2,M.G.R.CENTRAL
7325,71EX,3,DASAPRAKASH
7326,71EX,4,TAYLORS ROAD
7327,71EX,5,KILPAUK GARDEN
7328,71EX,6,ICF ANNEXE
7329,71EX,7,NATHAMUNI TALKIES
7330,71EX,8,LUCAS TVS
7331,71EX,9,AMBATTUR I.E.
7332,71EX,10,DUNLOP
7333,71EX,11,AMBATTUR O.T.
7334,71EX,12,THIRUMULLAIVOYAL
7335,71EX,13,POLYTECHNIC
7336,71EX,14,AVADI
7337,71EX,15,KAVARAIPALAYAM
7338,71EX,16,PATTABIRAM
7339,71EX,17,ANAIKATTUCHERY(DIV STAGE)
7340,71EX,18,CHITHAKADU (DIV STAGE)
7341,71EX,19,NEMILICHERI
7342,71EX,20,THIRUNINDRAVOOR
7343,71H,1,BROADWAY
7344,71H,2,M.G.R.CENTRAL
7345,71H,3,DASAPRAKASH
7346,71H,4,TAYLORS ROAD
7347,71H,5,KILPAUK GARDEN
7348,71H,6,ICF ANNEXE
7349,71H,7,NATHAMUNI TALKIES
7350,71H,8,LUCAS TVS
7351,71H,9,AMBATTUR I.E.
7352,71H,10,DUNLOP
7353,71H,11,AMBATTUR O.T.
7354,71H,12,THIRUMULLAIVOYAL
7355,71H,13,POLYTECHNIC
7356,71H,14,AVADI CIRCLE
7357,71H,15,VILINJAMBAKKAM AMMAN KOIL
7358,71H,16,KAMARAJ NAGAR
7359,71V,1,BROADWAY
7360,71V,2,M.G.R.CENTRAL
7361,71V,3,DASAPRAKASH
7362,71V,4,TAYLORS ROAD
7363,71V,5,KILPAUK GARDEN
7364,71V,6,ICF ANNEXE
7365,71V,7,NATHAMUNI TALKIES
7366,71V,8,LUCAS TVS
7367,71V,9,AMBATTUR I.E.
7368,71V,10,DUNLOP
7369,71V,11,AMBATTUR O.T.
7370,71V,12,THIRUMULLAIVOYAL
7371,71V,13,POLYTECHNIC
7372,71V,14,AVADI
7373,71V,15,KAVARAIPALAYAM
7374,71V,16,PATTABIRAM
7375,71V,17,NEMILICHERI
7376,71V,18,THIRUNINDRAVOOR
7377,71V,19,VEPPUMPATTU PULIYAMARAM
7378,71V,20,VEPPAMPATTU E.WARAN NAGAR
7379,72,1,THIAGARAYA NAGAR
7380,72,2,BHARATHI NAGAR(PERIYAR PATAHI)
7381,72,3,TRUSTPURAM
7382,72,4,JN OF III AND 1ST AVE
7383,72,5,M.M.D.A.COLONY RD.JN.
7384,72,6,KOYAMBEDU P.S
7385,72,7,KOYAMBEDU MARKET
7386,72,8,NERKUNDRAM
7387,72,9,MADURAVOYAL
7388,72,10,VAANAGARAM
7389,72,11,VELAPPANCHAVADI
7390,72,12,THIRUVERKADU
7391,72CT,1,POONAMALLEE
7392,72CT,2,KUMANANCHAVADI
7393,72CT,3,MADHIRAVEDU RD.JN.
7394,72CT,4,THIRUVERKADU
7395,72M,1,THIAGARAYA NAGAR
7396,72M,2,BHARATHI NAGAR(PERIYAR PATAHI)
7397,72M,3,TRUSTPURAM
7398,72M,4,JN OF III AND 1ST AVE
7399,72M,5,M.M.D.A.COLONY RD.JN.
7400,72M,6,KOYAMBEDU P.S
7401,72M,7,KOYAMBEDU MARKET
7402,72M,8,NERKUNDRAM
7403,72M,9,MADURAVOYAL
7404,72M,10,VAANAGARAM
7405,72M,11,VELAPPANCHAVADI
7406,72M,12,THIRUVERKADU
7407,73,1,AVADI
7408,73,2,POLYTECHNIC
7409,73,3,THIRUMULLAIVOYAL
7410,73,4,AMBATTUR O.T.
7411,73,5,DUNLOP
7412,73,6,ATHIPATTU KRISHANER KOIL
7413,73,7,THREE STATUE (AYANAMBAKKAM)
7414,73,8,VAANAGARAM
7415,73,9,MADURAVOYAL
7416,73,10,NERKUNDRAM
7417,73,11,M.G.R.KOYAMBEDU
7418,73C,1,AMBATTUR I.E.
7419,73C,2,DUNLOP
7420,73C,3,AYYAPPA NAGAR
7421,73C,4,AYAPPAKKAM
7422,73CT,1,AMBATTUR I.E.
7423,73CT,2,DUNLOP
7424,73CT,3,AYYAPPA NAGAR
7425,73CT,4,AYAPPAKKAM TNHB
7426,76,1,M.G.R.KOYAMBEDU
7427,76,2,M.M.D.A.COLONY RD.JN.
7428,76,3,JN OF III AND 1ST AVE
7429,76,4,JAFFARKHAN PET
7430,76,5,CIPET
7431,76,6,ST THOMAS MOUNT PO
7432,76,7,THILAIGANGA SUBWAY
7433,76,8,VANUVAMPET
7434,76,9,PUZHITHIVAKKAM MRTS
7435,76,10,KAIVELI
7436,76,11,MADIPAKKAM RD. JN./POONIAMMAN
7437,76,12,KILKATTALAI
7438,76,13,VELLAIKAL
7439,76,14,MEDAVAKKAM RD.JN.
7440,76B,1,M.G.R.KOYAMBEDU
7441,76B,2,M.M.D.A.COLONY RD.JN.
7442,76B,3,JN OF III AND 1ST AVE
7443,76B,4,JAFFARKHAN PET
7444,76B,5,CIPET
7445,76B,6,ST THOMAS MOUNT PO
7446,76B,7,THILAIGANGA SUBWAY
7447,76B,8,VANUVAMPET
7448,76B,9,PUZHITHIVAKKAM MRTS
7449,76B,10,KAIVELI
7450,76B,11,MADIPAKKAM RD. JN./POONIAMMAN
7451,76B,12,KILKATTALAI
7452,76B,13,VELLAIKAL
7453,76B,14,MEDAVAKKAM RD.JN.
7454,76B,15,VEERABADRA NAGAR
7455,76B,16,JN.OF MAMBAKKAM & O.BAKKAM RD.
7456,76B,17,CHITHALAPAKKAM
7457,76B,18,ARASANKAZHANI
7458,76B,19,OTTIAMBAKKAM
7459,76V,1,M.G.R.KOYAMBEDU
7460,76V,2,M.M.D.A.COLONY RD.JN.
7461,76V,3,JN OF III AND 1ST AVE
7462,76V,4,JAFFARKHAN PET
7463,76V,5,CIPET
7464,76V,6,ST THOMAS MOUNT PO
7465,76V,7,THILLAI GANGA NAGAR SUBWAY
7466,76V,8,VANUVAMPET
7467,76V,9,BALAJI NAGAR RD.JN.
7468,76V,10,MADIPAKKAM RD. JN.
7469,76V,11,KAMATCHI HOSPITAL
7470,76V,12,230 K.V.TOWER
7471,76V,13,THORAPAKKAM
7472,76V,14,MOOTAKARAN CHAVADI
7473,76V,15,KARAPAKKAM
7474,76V,16,SHOZHANGANALLUR P.U.OFFICE
7475,76V,17,KUMARAN NAGAR
7476,76V,18,SEMMANCHERI
7477,76V,19,NAVALUR
7478,76V,20,SIPCOT
7479,76V,21,SIRUSERI I.T.PARK
7480,77,1,AVADI
7481,77,2,POLYTECHNIC
7482,77,3,THIRUMULLAIVOYAL
7483,77,4,AMBATTUR O.T.
7484,77,5,DUNLOP
7485,77,6,AMBATTUR I.E.
7486,77,7,GOLDEN FLAT
7487,77,8,THIRUMANGALAM
7488,77,9,KOYAMBEDU SCHOOL
7489,77,10,M.G.R.KOYAMBEDU
7490,77A,1,M.G.R.KOYAMBEDU
7491,77A,2,KOYAMBEDU SCHOOL
7492,77A,3,THIRUMANGALAM
7493,77A,4,MOGAIPAIR ROAD JN.
7494,77A,5,AMBATTUR I.E.
7495,77A,6,DUNLOP
7496,77A,7,AYYAPPA NAGAR
7497,77A,8,2ND WATER TANK ON SECOND AVE.
7498,77A,9,AYAPPAKKAM
7499,77B,1,M.G.R.KOYAMBEDU
7500,77B,2,KOYAMBEDU SCHOOL
7501,77B,3,THIRUMANGALAM
7502,77B,4,GOLDEN FLAT
7503,77B,5,AMBATTUR I.E.
7504,77B,6,DUNLOP
7505,77B,7,AMBATTUR O.T.
7506,77B,8,ORAGADAM O.T.
7507,77B,9,ORAGADAM
7508,77CT,1,M.G.R.KOYAMBEDU
7509,77CT,2,KOYAMBEDU SCHOOL
7510,77CT,3,THIRUMANGALAM
7511,77CT,4,GOLDEN FLAT
7512,77CT,5,AMBATTUR I.E.
7513,77CT,6,DUNLOP
7514,77CT,7,AMBATTUR O.T.
7515,77CT,8,THIRUMULLAIVOYAL
7516,77CT,9,VINAYAGAR KOIL
7517,77CT,10,VENKATACHALAM NAGAR
7518,77E,1,M.G.R.KOYAMBEDU
7519,77E,2,KOYAMBEDU SCHOOL
7520,77E,3,THIRUMANGALAM
7521,77E,4,MOGAIPAIR ROAD JN.
7522,77E,5,AMBATTUR I.E.
7523,77E,6,DUNLOP
7524,77E,7,AMBATTUR O.T.
7525,77E,8,THIRUMULLAIVOYAL
7526,77E,9,POLYTECHNIC
7527,77E,10,AVADI CIRCLE
7528,77E,11,KOILPATHAGAI RD.JN.
7529,77E,12,H.V.F.MAIN GATE
7530,77E,13,C.R.P.CROSS RD.
7531,77E,14,VENGAL CROSS ROAD
7532,77E,15,VEERAPURAM
7533,77E,16,KANNIAMMAN NAGAR
7534,77FCT,1,AVADI
7535,77FCT,2,KAVARAIPALAYAM
7536,77FCT,3,PATTABIRAM
7537,77FCT,4,ANNAIKATTU CHERY
7538,77FCT,5,SITHUKADU
7539,77FCT,6,NEMILICHERI
7540,77FCT,7,THIRUNINDRAVOOR
7541,77FCT,8,NATHAMBEDU ROAD JN.
7542,77FCT,9,NATHAMBEDU COLONY
7543,77FCT,10,PAKKAM VILLAGE
7544,77FCT,11,PULIYUR
7545,77FCT,12,PULIYUR KANDIGAI
7546,77FCT,13,SIRUKALATHUR
7547,77FCT,14,V.S.B.GARDEN
7548,77FCT,15,VADHATTUR JN.
7549,77FCT,16,MELKONDAIYUR
7550,77FCT,17,KARAYANMEDU
7551,77FCT,18,VADATHUR
7552,77K,1,M.G.R.KOYAMBEDU
7553,77K,2,KOYAMBEDU SCHOOL
7554,77K,3,THIRUMANGALAM
7555,77K,4,GOLDEN FLAT
7556,77K,5,AMBATTUR I.E.
7557,77K,6,DUNLOP
7558,77K,7,AMBATTUR O.T.
7559,77K,8,VENGATAPURAM
7560,77K,9,KARUKKU
7561,77M,1,MADANAKUPPAM
7562,77M,2,KALLIKUPPAM
7563,77M,3,PUDUR
7564,77M,4,AMBATTUR O.T.
7565,77M,5,DUNLOP
7566,77M,6,AMBATTUR I.E.
7567,77M,7,GOLDEN FLAT
7568,77M,8,THIRUMANGALAM
7569,77M,9,KOYAMBEDU SCHOOL
7570,77M,10,KOYAMBEDU P.S
7571,77M,11,KOYAMBEDU MARKET
7572,77P,1,M.G.R.KOYAMBEDU
7573,77P,2,KOYAMBEDU SCHOOL
7574,77P,3,THIRUMANGALAM
7575,77P,4,MOGAIPAIR ROAD JN.
7576,77P,5,AMBATTUR I.E.
7577,77P,6,DUNLOP
7578,77P,7,AMBATTUR O.T.
7579,77P,8,THIRUMULLAIVOYAL
7580,77P,9,POLYTECHNIC
7581,77P,10,AVADI CIRCLE
7582,77P,11,KOILPATHAGAI RD.JN.
7583,77P,12,H.V.F.MAIN GATE
7584,77P,13,AAFS CROSS ROAD
7585,77P,14,VENGAL CROSS ROAD
7586,77P,15,VEERAPURAM RD JN.
7587,77P,16,BANGARUPET
7588,77P,17,POOCHIATHIPEDU
7589,77T,1,THIRUMULLAIVOYAL COLONY
7590,77T,2,RATION SHOP
7591,77T,3,AMBATTUR O.T.
7592,77T,4,DUNLOP
7593,77T,5,AMBATTUR I.E.
7594,77T,6,GOLDEN FLATS
7595,77T,7,THIRUMANGALAM
7596,77T,8,KOYAMBEDU SCHOOL
7597,77T,9,M.G.R.KOYAMBEDU
7598,77V,1,M.G.R.KOYAMBEDU
7599,77V,2,KOYAMBEDU SCHOOL
7600,77V,3,THIRUMANGALAM
7601,77V,4,GOLDEN FLAT
7602,77V,5,AMBATTUR I.E.
7603,77V,6,DUNLOP
7604,77V,7,AMBATTUR O.T.
7605,77V,8,THIRUMULLAIVOYAL
7606,77V,9,POLYTECHNIC
7607,77V,10,AVADI
7608,77V,11,KAVARAIPALAYAM
7609,77V,12,PATTABIRAM
7610,77V,13,NEMILICHERI
7611,77V,14,THIRUNINDRAVOOR
7612,77V,15,VEPPUMPATTU PULIYAMARAM
7613,77V,16,VEPPAMPATTU E.WARAN NAGAR
7614,77VET,1,M.G.R.KOYAMBEDU
7615,77VET,2,KOYAMBEDU SCHOOL
7616,77VET,3,THIRUMANGALAM
7617,77VET,4,GOLDEN FLAT
7618,77VET,5,AMBATTUR I.E.
7619,77VET,6,DUNLOP
7620,77VET,7,AMBATTUR O.T.
7621,77VET,8,THIRUMULLAIVOYAL
7622,77VET,9,POLYTECHNIC
7623,77VET,10,AVADI
7624,77VET,11,KAVARAIPALAYAM
7625,77VET,12,PATTABIRAM
7626,77VET,13,NEMILICHERI
7627,77VET,14,THIRUNINDRAVOOR
7628,77VET,15,VEPPUMPATTU PULIYAMARAM
7629,77VET,16,VEPPAMPATTU E.WARAN NAGAR
7630,77VET,17,AYATHUR CHATHIRAM
7631,77VET,18,THOTTIKALAI JN.
7632,77VET,19,VELLAI KULAM AMBEDKAR STATUJN
7633,77VET,20,MUTHUMARIAMMAN KOIL
7634,77VET,21,AYALOOR
7635,77VET,22,KOYAMBAKKAM
7636,78,1,M.G.R.KOYAMBEDU
7637,78,2,M.M.D.A.COLONY RD.JN.
7638,78,3,JN OF III AND 1ST AVE
7639,78,4,JAFFARKHAN PET
7640,78,5,CIPET
7641,78,6,GUINDY TVK ESTATE
7642,78,7,ENG.COLLEGE
7643,78,8,ADYAR B.S.
7644,78,9,ADYAR DEPOT
7645,78,10,THIRUVANMIYUR
7646,79A,1,TAMBARAM
7647,79A,2,TAMBARAM TOWN LIMIT
7648,79A,3,OLD PERUNGALATHUR
7649,79A,4,MUDICHUR VILLAGE
7650,79A,5,MANNIVAKKAM
7651,79A,6,KARASANGAL
7652,79A,7,M.G.R.NAGAR
7653,79A,8,PADAPPAI
7654,79A,9,SALAMANGALAM ROAD JN
7655,79A,10,VANJIVANCHERY
7656,79A,11,SARAPANCHERY
7657,79A,12,VATTAMBAKKAM RD JN
7658,79A,13,NAVALUR SCB
7659,79V,1,TAMBARAM
7660,79V,2,TAMBARAM TOWN LIMIT
7661,79V,3,OLD PERUNGALATHUR
7662,79V,4,MUDICHUR VILLAGE
7663,79V,5,MEDAVAKKAM
7664,79V,6,KARASANGAL
7665,79V,7,M.G.R.NAGAR
7666,79V,8,PADAPPAI
7667,79V,9,SOLAMANGALAM RD JN
7668,79V,10,VANJIVANCHERY
7669,79V,11,SARAPANCHERY
7670,79V,12,PANAPAKKAM
7671,79V,13,VATTAMBAKKAM
7672,79V,14,ORAGADAM RD JN
7673,79V,15,ORAGADAM POLICE STATION
7674,79V,16,TULUKATHAMMAN KOIL
7675,79V,17,VIVEKANANDA NAGAR
7676,79V,18,SELLIMEDU RD JN
7677,79V,19,S.P. KOIL RAILWAY GATE
7678,79V,20,KOLATHUR
7679,79V,21,VENBAKKAM
7680,7E,1,BROADWAY
7681,7E,2,M.G.R.CENTRAL
7682,7E,3,CHOOLAI P.O
7683,7E,4,KELLEYS
7684,7E,5,KILPAUK GARDEN
7685,7E,6,ANNA NAGAR CIRCLE
7686,7E,7,THIRUMANGALAM
7687,7E,8,MOGAIPAIR ROAD JN.
7688,7E,9,J.J.NAGAR WEST
7689,7E,10,NOLAMBUR SAKTHI NAGAR
7690,7H,1,BROADWAY
7691,7H,2,M.G.R.CENTRAL
7692,7H,3,DOVETON
7693,7H,4,KELLEYS
7694,7H,5,KILPAUK GARDEN
7695,7H,6,ANNA NAGAR CIRCLE
7696,7H,7,THIRUMANGALAM
7697,7H,8,FIRE STATION
7698,7H,9,J.J.NAGAR EAST
7699,7K,1,BROADWAY
7700,7K,2,M.G.R.CENTRAL
7701,7K,3,DOVETON
7702,7K,4,KELLEYS
7703,7K,5,KILPAUK GARDEN
7704,7K,6,ANNA NAGAR CIRCLE
7705,7K,7,THIRUMANGALAM
7706,7K,8,PADIKUPPAM
7707,7M,1,BROADWAY
7708,7M,2,M.G.R.CENTRAL
7709,7M,3,DOVETON
7710,7M,4,KELLEYS
7711,7M,5,KILPAUK GARDEN
7712,7M,6,ANNA NAGAR CIRCLE
7713,7M,7,THIRUMANGALAM
7714,7M,8,GOLDEN FLAT
7715,7M,9,J.J.NAGAR WEST
7716,7MET,1,BROADWAY
7717,7MET,2,M.G.R.CENTRAL
7718,7MET,3,DASAPRAKASH
7719,7MET,4,TAYLORS ROAD
7720,7MET,5,AMINJIKARAI
7721,7MET,6,ANNA NAGAR CIRCLE
7722,7MET,7,THIRUMANGALAM
7723,7MET,8,MOGAIPAIR ROAD JN.
7724,7MET,9,AMBATTUR I.E.
7725,7MET,10,ATHIPET JN
7726,7MET,11,ATHIPET I.C.F. COLONY
7727,88C,1,BROADWAY
7728,88C,2,M.G.R.CENTRAL
7729,88C,3,P.OR & SONS
7730,88C,4,T.V.S
7731,88C,5,D.M.S
7732,88C,6,S.H.B
7733,88C,7,SAIDAPET
7734,88C,8,CONCORDE
7735,88C,9,GUINDY R.S
7736,88C,10,BUTT ROAD
7737,88C,11,RAMAPURAM
7738,88C,12,MUGALIVAKKAM
7739,88C,13,PORUR
7740,88C,14,MOULIVAKKAM
7741,88C,15,PERIYAPANICHERI
7742,88C,16,KOVOOR
7743,88C,17,THANDALAM VILLAGE
7744,88CET,1,NANDAMBAKKAM VILLAGE
7745,88CET,2,PERIYAR NAGAR
7746,88CET,3,SIRUKALATHUR
7747,88CET,4,KUNDRATHUR B.S.
7748,88CET,5,THANDALAM RD JN.
7749,88CET,6,PERIYAPANICHERI
7750,88CET,7,MOULIVAKKAM
7751,88CET,8,PORUR
7752,88CET,9,MUGALIVAKKAM
7753,88CET,10,RAMAPURAM
7754,88CET,11,BUTT ROAD
7755,88CET,12,GUINDY R.S
7756,88CET,13,CONCORDE
7757,88CET,14,SAIDAPET
7758,88CET,15,THIAGARAYA NAGAR
7759,88CT,1,VADAPALANI
7760,88CT,2,VIRUGAMBAKKAM
7761,88CT,3,VALASARAVAKKAM
7762,88CT,4,PORUR
7763,88D,1,SAIDAPET WEST
7764,88D,2,SRINIVASA THEATER
7765,88D,3,SAIDAPET
7766,88D,4,CONCORDE
7767,88D,5,GUINDY R.S
7768,88D,6,BUTT ROAD
7769,88D,7,RAMAPURAM
7770,88D,8,MUGALIVAKKAM
7771,88D,9,PERIYAPANICHERI
7772,88D,10,THANDALAM RD JN.
7773,88D,11,KUNDRATHUR B.S.
7774,88K,1,BROADWAY
7775,88K,2,M.G.R.CENTRAL
7776,88K,3,P.OR & SONS
7777,88K,4,T.V.S
7778,88K,5,D.M.S
7779,88K,6,S.H.B
7780,88K,7,SAIDAPET
7781,88K,8,CONCORDE
7782,88K,9,GUINDY R.S
7783,88K,10,BUTT ROAD
7784,88K,11,RAMAPURAM
7785,88K,12,MUGALIVAKKAM
7786,88K,13,PORUR
7787,88K,14,MOULIVAKKAM
7788,88K,15,PERIYAPANICHERI
7789,88K,16,THANDALAM RD JN.
7790,88K,17,KUNDRATHUR B.S.
7791,88KET,1,BROADWAY
7792,88KET,2,M.G.R.CENTRAL
7793,88KET,3,P.OR & SONS
7794,88KET,4,T.V.S
7795,88KET,5,D.M.S
7796,88KET,6,S.H.B
7797,88KET,7,SAIDAPET
7798,88KET,8,CONCORDE
7799,88KET,9,GUINDY R.S
7800,88KET,10,BUTT ROAD
7801,88KET,11,RAMAPURAM
7802,88KET,12,MUGALIVAKKAM
7803,88KET,13,PORUR
7804,88KET,14,MOULIVAKKAM
7805,88KET,15,PERIYAPANICHERI
7806,88KET,16,THANDALAM RD JN.
7807,88KET,17,KUNDRATHUR B.S.
7808,88KET,18,SIRUKALATHUR
7809,88KET,19,ALAGESAN NAGAR
7810,88KET,20,SOMANGALAM RD JN/N.V.R.D.JN.
7811,88KET,21,POONTHANDALAM
7812,88KET,22,SOMANGALAM
7813,88KET,23,NALLUR
7814,88L,1,VADAPALANI
7815,88L,2,VIRUGAMBAKKAM
7816,88L,3,VALASARAVAKKAM
7817,88L,4,PORUR
7818,88L,5,MOULIVAKKAM
7819,88L,6,PERIYAPANICHERI
7820,88L,7,THANDALAM RD JN.
7821,88L,8,KUNDRATHUR B.S.
7822,88L,9,SIRUKALATHUR
7823,88L,10,ALAGESA NAGAR
7824,88L,11,PERIYA COLONY
7825,88M,1,VADAPALANI
7826,88M,2,VIRUGAMBAKKAM
7827,88M,3,VALASARAVAKKAM
7828,88M,4,PORUR
7829,88M,5,MOULIVAKKAM/MANGAU RD JN
7830,88M,6,PERIYAPANICHERI
7831,88M,7,THANDALAM RD JN.
7832,88M,8,KUNDRATHUR B.S.
7833,88M,9,SIRUKALATHUR
7834,88M,10,ALAGESA NAGAR
7835,88M,11,PUDUPEDU RD.JN.
7836,88M,12,PUDU NALLUR
7837,88M,13,NALLUR
7838,88M,14,SOMANGALAM
7839,88R,1,SAIDAPET
7840,88R,2,GUINDY R.S
7841,88R,3,BUTT ROAD
7842,88R,4,RAMAPURAM
7843,88R,5,MUGALIVAKKAM
7844,88R,6,PORUR
7845,88R,7,MOULIVAKKAM
7846,88R,8,PERIYAPANICHERI
7847,88R,9,THANDALAM RD JN.
7848,88R,10,KUNDRATHUR B.S.
7849,88R,11,SIRUKALATHUR
7850,88R,12,ALAGESA NAGAR
7851,88R,13,SOMANGALAM RD JN/N.V.R.D.JN.
7852,88R,14,POONTHANDALAM
7853,88R,15,SOMANGALAM
7854,88R,16,NALLUR
7855,88R,17,AMARAMBEDU ROAD
7856,88R,18,AMARAMBEDU
7857,89,1,PORUR
7858,89,2,MOULIVAKKAM
7859,89,3,PERIYAPANICHERI
7860,89,4,THANDALAM RD JN.
7861,89,5,KUNDRATHUR B.S.
7862,89,6,SIRUKALATHUR
7863,89,7,ALAGESA NAGAR
7864,89,8,PUDUPEDU RD JN/SOMANGALAM
7865,89,9,POONATHANDALAM
7866,89,10,SOMANGALAM
7867,89T,1,TAMBARAM
7868,89T,2,KANNADAPALAYAM
7869,89T,3,PAZHANTHANDALAM ROAD JN.
7870,89T,4,ETTAYAPURAM
7871,89T,5,SOMANGALAM RD JN/N.V.R.D.JN.
7872,89T,6,SOMANGALAM
7873,89T,7,NALLUR
7874,89T,8,PUDUNALLUR
7875,89T,9,PUDUPEDU RD JN/SOMANGALAM
7876,89T,10,ALAGESA NAGAR
7877,89T,11,SIRUKALATHUR
7878,89T,12,KUNDRATHUR B.S.
7879,89TCT,1,SOMANGALAM
7880,89TCT,2,NALLUR
7881,89TCT,3,PUDUNALLUR
7882,89TCT,4,PUDUPEDU RD JN/SOMANGALAM
7883,89TCT,5,ALAGESA NAGAR
7884,89TCT,6,SIRUKALATHUR
7885,89TCT,7,KUNDRATHUR B.S.
7886,8ACT,1,TOLLGATE
7887,8ACT,2,ANNA NAGAR
7888,8ACT,3,ROYAPURAM P.S
7889,8ACT,4,VALLALAR NAGAR
7890,8B,1,BROADWAY
7891,8B,2,PARRYS
7892,8B,3,CLIVE BATTERY
7893,8B,4,VALLALAR NAGAR
7894,8B,5,P1.POLICE STATION
7895,8B,6,JAMALAYA
7896,8B,7,VEENUS
7897,8B,8,THIRU.VI.KA.NAGAR
7898,91,1,TAMBARAM
7899,91,2,T.B.SANATORIUM
7900,91,3,CHROMEPET
7901,91,4,PALLAVARAM NEW BRIDGE
7902,91,5,VELS UNIVERSITY
7903,91,6,D.J.MAT.SCHOOL
7904,91,7,ECHANKADU
7905,91,8,SUNNAMBU KOLATHUR
7906,91,9,KAMATCHI HOSPITAL
7907,91,10,230 K.V.TOWER
7908,91,11,THORAPAKKAM CHECKPOST
7909,91,12,THORAPPAKKAM TEA SHOP
7910,91,13,KANDANCHAVADI
7911,91,14,SRP TOOLS
7912,91,15,THIRUVANMIYUR
7913,91A,1,HASTHINAPURAM
7914,91A,2,KUMARAN KUNDRAM
7915,91A,3,CHROMEPET
7916,91A,4,PALLAVARAM NEW BRIDGE
7917,91A,5,VELS UNIVERSITY
7918,91A,6,D.J.MAT.SCHOOL
7919,91A,7,ECHANKADU
7920,91A,8,SUNNAMBU KOLATHUR
7921,91A,9,KAMATCHI HOSPITAL
7922,91A,10,230 K.V.TOWER
7923,91A,11,THORAPAKKAM CHECKPOST
7924,91A,12,THORAPPAKKAM TEA SHOP
7925,91A,13,KANDANCHAVADI
7926,91A,14,SRP TOOLS
7927,91A,15,THIRUVANMIYUR
7928,91K,1,KILAMBAKKAM B.S.
7929,91K,2,VANDALUR ZOO
7930,91K,3,VANDALUR GATE
7931,91K,4,PERUNGALATHUR
7932,91K,5,IRUMBULIYUR
7933,91K,6,TAMBARAM
7934,91K,7,T.B.SANATORIUM
7935,91K,8,CHROMEPET
7936,91K,9,PALLAVARAM NEW BRIDGE
7937,91K,10,VELS UNIVERSITY
7938,91K,11,D.J.MAT.SCHOOL
7939,91K,12,ECHANKADU
7940,91K,13,SUNNAMBU KOLATHUR
7941,91K,14,KAMATCHI HOSPITAL
7942,91K,15,230 K.V.TOWER
7943,91K,16,THORAPAKKAM CHECKPOST
7944,91K,17,THORAPPAKKAM TEA SHOP
7945,91K,18,KANDANCHAVADI
7946,91K,19,SRP TOOLS
7947,91K,20,THIRUVANMIYUR
7948,91R,1,KILAMBAKKAM B.S.
7949,91R,2,VANDALUR ZOO
7950,91R,3,VANDALUR GATE
7951,91R,4,PERUNGALATHUR
7952,91R,5,IRUMBULIYUR
7953,91R,6,TAMBARAM
7954,91R,7,T.B.SANATORIUM
7955,91R,8,CHROMEPET
7956,91R,9,PALLAVARAM NEW BRIDGE
7957,91R,10,VELS UNIVERSITY
