route_id,stop_id,stop_name,next_stop,derived_next_stop,derived_stop_name
70,6,AMBATTUR I.E.,LUCAS TVS,70-LUCAS TVS,70-AMBATTUR I.E.
70,7,LUCAS TVS,THIRUMANGALAM,70-THIRUMANGALAM,70-LUCAS TVS
70,8,THIRUMANGALAM,KOYAMBEDU,70-KOYAMBEDU,70-THIRUMANGALAM
70,9,KOYAMBEDU,M.M.D.A.COLONY RD.JN.,70-M.M.D.A.COLONY RD.JN.,70-KOYAMBEDU
70,10,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,70-JN OF III AND 1ST AVE,70-M.M.D.A.COLONY RD.JN.
70,11,JN OF III AND 1ST AVE,JAFFARKHAN PET,70-JAFFARKHAN PET,70-JN OF III AND 1ST AVE
70,12,JAFFARKHAN PET,CIPET,70-CIPET,70-JAFFARKHAN PET
70,13,CIPET,ST THOMAS MOUNT PO,70-ST THOMAS MOUNT PO,70-CIPET
70,14,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT,70-MEENAMABAKKAM OLD AIRPORT,70-ST THOMAS MOUNT PO
70,15,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT,70-THIRUSOOLAM NATIONAL AIRPORT,70-MEENAMABAKKAM OLD AIRPORT
70,16,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM,70-PALLAVARAM,70-THIRUSOOLAM NATIONAL AIRPORT
70,17,PALLAVARAM,CHROMEPET,70-CHROMEPET,70-PALLAVARAM
70,18,CHROMEPET,T.B.SANATORIUM,70-T.B.SANATORIUM,70-CHROMEPET
70,19,T.B.SANATORIUM,TAMBARAM,70-TAMBARAM,70-T.B.SANATORIUM
70,20,TAMBARAM,70,70,70-TAMBARAM
70A,1,AVADI,POLYTECHNIC,70A-POLYTECHNIC,70A-AVADI
70A,2,POLYTECHNIC,THIRUMULLAIVOYAL,70A-THIRUMULLAIVOYAL,70A-POLYTECHNIC
70A,3,THIRUMULLAIVOYAL,AMBATTUR O.T.,70A-AMBATTUR O.T.,70A-THIRUMULLAIVOYAL
70A,4,AMBATTUR O.T.,DUNLOP,DUNLOP,70A-AMBATTUR O.T.
70A,5,DUNLOP,AMBATTUR I.E.,70A-AMBATTUR I.E.,DUNLOP
70A,6,AMBATTUR I.E.,LUCAS TVS,70A-LUCAS TVS,70A-AMBATTUR I.E.
70A,7,LUCAS TVS,THIRUMANGALAM,70A-THIRUMANGALAM,70A-LUCAS TVS
70A,8,THIRUMANGALAM,KOYAMBEDU SCHOOL,70A-KOYAMBEDU SCHOOL,70A-THIRUMANGALAM
70A,9,KOYAMBEDU SCHOOL,M.G.R.KOYAMBEDU,70A-M.G.R.KOYAMBEDU,70A-KOYAMBEDU SCHOOL
70A,10,M.G.R.KOYAMBEDU,70A,70A,70A-M.G.R.KOYAMBEDU
70ACT,1,AVADI,POLYTECHNIC,70ACT-POLYTECHNIC,70ACT-AVADI
70ACT,2,POLYTECHNIC,THIRUMULLAIVOYAL,70ACT-THIRUMULLAIVOYAL,70ACT-POLYTECHNIC
70ACT,3,THIRUMULLAIVOYAL,AMBATTUR O.T.,70ACT-AMBATTUR O.T.,70ACT-THIRUMULLAIVOYAL
70ACT,4,AMBATTUR O.T.,DUNLOP,DUNLOP,70ACT-AMBATTUR O.T.
70ACT,5,DUNLOP,AMBATTUR I.E.,70ACT-AMBATTUR I.E.,DUNLOP
70ACT,6,AMBATTUR I.E.,LUCAS TVS,70ACT-LUCAS TVS,70ACT-AMBATTUR I.E.
70ACT,7,LUCAS TVS,THIRUMANGALAM,70ACT-THIRUMANGALAM,70ACT-LUCAS TVS
70ACT,8,THIRUMANGALAM,KOYAMBEDU SCHOOL,70ACT-KOYAMBEDU SCHOOL,70ACT-THIRUMANGALAM
70ACT,9,KOYAMBEDU SCHOOL,M.G.R.KOYAMBEDU,70ACT-M.G.R.KOYAMBEDU,70ACT-KOYAMBEDU SCHOOL
70ACT,10,M.G.R.KOYAMBEDU,70ACT,70ACT,70ACT-M.G.R.KOYAMBEDU
70K,1,AVADI,POLYTECHNIC,70K-POLYTECHNIC,70K-AVADI
70K,2,POLYTECHNIC,THIRUMULLAIVOYAL,70K-THIRUMULLAIVOYAL,70K-POLYTECHNIC
70K,3,THIRUMULLAIVOYAL,AMBATTUR O.T.,70K-AMBATTUR O.T.,70K-THIRUMULLAIVOYAL
70K,4,AMBATTUR O.T.,DUNLOP,DUNLOP,70K-AMBATTUR O.T.
70K,5,DUNLOP,AMBATTUR I.E.,70K-AMBATTUR I.E.,DUNLOP
70K,6,AMBATTUR I.E.,LUCAS TVS,70K-LUCAS TVS,70K-AMBATTUR I.E.
70K,7,LUCAS TVS,THIRUMANGALAM,70K-THIRUMANGALAM,70K-LUCAS TVS
70K,8,THIRUMANGALAM,KOYAMBEDU,70K-KOYAMBEDU,70K-THIRUMANGALAM
70K,9,KOYAMBEDU,M.M.D.A.COLONY RD.JN.,70K-M.M.D.A.COLONY RD.JN.,70K-KOYAMBEDU
70K,10,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,70K-JN OF III AND 1ST AVE,70K-M.M.D.A.COLONY RD.JN.
70K,11,JN OF III AND 1ST AVE,JAFFARKHAN PET,70K-JAFFARKHAN PET,70K-JN OF III AND 1ST AVE
70K,12,JAFFARKHAN PET,CIPET,70K-CIPET,70K-JAFFARKHAN PET
70K,13,CIPET,ST THOMAS MOUNT PO,70K-ST THOMAS MOUNT PO,70K-CIPET
70K,14,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT,70K-MEENAMABAKKAM OLD AIRPORT,70K-ST THOMAS MOUNT PO
70K,15,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT,70K-THIRUSOOLAM NATIONAL AIRPORT,70K-MEENAMABAKKAM OLD AIRPORT
70K,16,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM,70K-PALLAVARAM,70K-THIRUSOOLAM NATIONAL AIRPORT
70K,17,PALLAVARAM,CHROMEPET,70K-CHROMEPET,70K-PALLAVARAM
70K,18,CHROMEPET,T.B.SANATORIUM,70K-T.B.SANATORIUM,70K-CHROMEPET
70K,19,T.B.SANATORIUM,TAMBARAM,70K-TAMBARAM,70K-T.B.SANATORIUM
70K,20,TAMBARAM,IRUMBULIYUR,70K-IRUMBULIYUR,70K-TAMBARAM
70K,21,IRUMBULIYUR,PERUNGALATHUR,70K-PERUNGALATHUR,70K-IRUMBULIYUR
70K,22,PERUNGALATHUR,VANDALUR GATE,70K-VANDALUR GATE,70K-PERUNGALATHUR
70K,23,VANDALUR GATE,VANDALUR ZOO,70K-VANDALUR ZOO,70K-VANDALUR GATE
70K,24,VANDALUR ZOO,KILAMBAKKAM B.S.,70K-KILAMBAKKAM B.S.,70K-VANDALUR ZOO
70K,25,KILAMBAKKAM B.S.,70K,70K,70K-KILAMBAKKAM B.S.
71D,1,BROADWAY,M.G.R.CENTRAL,71D-M.G.R.CENTRAL,71D-BROADWAY
71D,2,M.G.R.CENTRAL,DASAPRAKASH,71D-DASAPRAKASH,71D-M.G.R.CENTRAL
71D,3,DASAPRAKASH,TAYLORS ROAD,71D-TAYLORS ROAD,71D-DASAPRAKASH
71D,4,TAYLORS ROAD,KILPAUK GARDEN,71D-KILPAUK GARDEN,71D-TAYLORS ROAD
71D,5,KILPAUK GARDEN,ICF ANNEXE,71D-ICF ANNEXE,71D-KILPAUK GARDEN
71D,6,ICF ANNEXE,NATHAMUNI TALKIES,71D-NATHAMUNI TALKIES,71D-ICF ANNEXE
71D,7,NATHAMUNI TALKIES,LUCAS TVS,71D-LUCAS TVS,71D-NATHAMUNI TALKIES
71D,8,LUCAS TVS,AMBATTUR I.E.,71D-AMBATTUR I.E.,71D-LUCAS TVS
71D,9,AMBATTUR I.E.,DUNLOP,DUNLOP,71D-AMBATTUR I.E.
71D,10,DUNLOP,AMBATTUR O.T.,71D-AMBATTUR O.T.,DUNLOP
71D,11,AMBATTUR O.T.,PUDUR,71D-PUDUR,71D-AMBATTUR O.T.
71D,12,PUDUR,71D,71D,71D-PUDUR
71E,1,BROADWAY,M.G.R.CENTRAL,71E-M.G.R.CENTRAL,71E-BROADWAY
71E,2,M.G.R.CENTRAL,DASAPRAKASH,71E-DASAPRAKASH,71E-M.G.R.CENTRAL
71E,3,DASAPRAKASH,TAYLORS ROAD,71E-TAYLORS ROAD,71E-DASAPRAKASH
71E,4,TAYLORS ROAD,KILPAUK GARDEN,71E-KILPAUK GARDEN,71E-TAYLORS ROAD
71E,5,KILPAUK GARDEN,ICF ANNEXE,71E-ICF ANNEXE,71E-KILPAUK GARDEN
71E,6,ICF ANNEXE,NATHAMUNI TALKIES,71E-NATHAMUNI TALKIES,71E-ICF ANNEXE
71E,7,NATHAMUNI TALKIES,LUCAS TVS,71E-LUCAS TVS,71E-NATHAMUNI TALKIES
71E,8,LUCAS TVS,AMBATTUR I.E.,71E-AMBATTUR I.E.,71E-LUCAS TVS
71E,9,AMBATTUR I.E.,DUNLOP,DUNLOP,71E-AMBATTUR I.E.
71E,10,DUNLOP,AMBATTUR O.T.,71E-AMBATTUR O.T.,DUNLOP
71E,11,AMBATTUR O.T.,THIRUMULLAIVOYAL,71E-THIRUMULLAIVOYAL,71E-AMBATTUR O.T.
71E,12,THIRUMULLAIVOYAL,POLYTECHNIC,71E-POLYTECHNIC,71E-THIRUMULLAIVOYAL
71E,13,POLYTECHNIC,AVADI,71E-AVADI,71E-POLYTECHNIC
71E,14,AVADI,KAVARAIPALAYAM,71E-KAVARAIPALAYAM,71E-AVADI
71E,15,KAVARAIPALAYAM,PATTABIRAM,71E-PATTABIRAM,71E-KAVARAIPALAYAM
71E,16,PATTABIRAM,71E,71E,71E-PATTABIRAM
71EX,1,BROADWAY,M.G.R.CENTRAL,71EX-M.G.R.CENTRAL,71EX-BROADWAY
71EX,2,M.G.R.CENTRAL,DASAPRAKASH,71EX-DASAPRAKASH,71EX-M.G.R.CENTRAL
71EX,3,DASAPRAKASH,TAYLORS ROAD,71EX-TAYLORS ROAD,71EX-DASAPRAKASH
71EX,4,TAYLORS ROAD,KILPAUK GARDEN,71EX-KILPAUK GARDEN,71EX-TAYLORS ROAD
71EX,5,KILPAUK GARDEN,ICF ANNEXE,71EX-ICF ANNEXE,71EX-KILPAUK GARDEN
71EX,6,ICF ANNEXE,NATHAMUNI TALKIES,71EX-NATHAMUNI TALKIES,71EX-ICF ANNEXE
71EX,7,NATHAMUNI TALKIES,LUCAS TVS,71EX-LUCAS TVS,71EX-NATHAMUNI TALKIES
71EX,8,LUCAS TVS,AMBATTUR I.E.,71EX-AMBATTUR I.E.,71EX-LUCAS TVS
71EX,9,AMBATTUR I.E.,DUNLOP,DUNLOP,71EX-AMBATTUR I.E.
71EX,10,DUNLOP,AMBATTUR O.T.,71EX-AMBATTUR O.T.,DUNLOP
71EX,11,AMBATTUR O.T.,THIRUMULLAIVOYAL,71EX-THIRUMULLAIVOYAL,71EX-AMBATTUR O.T.
71EX,12,THIRUMULLAIVOYAL,POLYTECHNIC,71EX-POLYTECHNIC,71EX-THIRUMULLAIVOYAL
71EX,13,POLYTECHNIC,AVADI,71EX-AVADI,71EX-POLYTECHNIC
71EX,14,AVADI,KAVARAIPALAYAM,71EX-KAVARAIPALAYAM,71EX-AVADI
71EX,15,KAVARAIPALAYAM,PATTABIRAM,71EX-PATTABIRAM,71EX-KAVARAIPALAYAM
71EX,16,PATTABIRAM,ANAIKATTUCHERY(DIV STAGE),71EX-ANAIKATTUCHERY(DIV STAGE),71EX-PATTABIRAM
71EX,17,ANAIKATTUCHERY(DIV STAGE),CHITHAKADU (DIV STAGE),71EX-CHITHAKADU (DIV STAGE),71EX-ANAIKATTUCHERY(DIV STAGE)
71EX,18,CHITHAKADU (DIV STAGE),NEMILICHERI,71EX-NEMILICHERI,71EX-CHITHAKADU (DIV STAGE)
71EX,19,NEMILICHERI,THIRUNINDRAVOOR,71EX-THIRUNINDRAVOOR,71EX-NEMILICHERI
71EX,20,THIRUNINDRAVOOR,71EX,71EX,71EX-THIRUNINDRAVOOR
71H,1,BROADWAY,M.G.R.CENTRAL,71H-M.G.R.CENTRAL,71H-BROADWAY
71H,2,M.G.R.CENTRAL,DASAPRAKASH,71H-DASAPRAKASH,71H-M.G.R.CENTRAL
71H,3,DASAPRAKASH,TAYLORS ROAD,71H-TAYLORS ROAD,71H-DASAPRAKASH
71H,4,TAYLORS ROAD,KILPAUK GARDEN,71H-KILPAUK GARDEN,71H-TAYLORS ROAD
71H,5,KILPAUK GARDEN,ICF ANNEXE,71H-ICF ANNEXE,71H-KILPAUK GARDEN
71H,6,ICF ANNEXE,NATHAMUNI TALKIES,71H-NATHAMUNI TALKIES,71H-ICF ANNEXE
71H,7,NATHAMUNI TALKIES,LUCAS TVS,71H-LUCAS TVS,71H-NATHAMUNI TALKIES
71H,8,LUCAS TVS,AMBATTUR I.E.,71H-AMBATTUR I.E.,71H-LUCAS TVS
71H,9,AMBATTUR I.E.,DUNLOP,DUNLOP,71H-AMBATTUR I.E.
71H,10,DUNLOP,AMBATTUR O.T.,71H-AMBATTUR O.T.,DUNLOP
71H,11,AMBATTUR O.T.,THIRUMULLAIVOYAL,71H-THIRUMULLAIVOYAL,71H-AMBATTUR O.T.
71H,12,THIRUMULLAIVOYAL,POLYTECHNIC,71H-POLYTECHNIC,71H-THIRUMULLAIVOYAL
71H,13,POLYTECHNIC,AVADI CIRCLE,71H-AVADI CIRCLE,71H-POLYTECHNIC
71H,14,AVADI CIRCLE,VILINJAMBAKKAM AMMAN KOIL,71H-VILINJAMBAKKAM AMMAN KOIL,71H-AVADI CIRCLE
71H,15,VILINJAMBAKKAM AMMAN KOIL,KAMARAJ NAGAR,71H-KAMARAJ NAGAR,71H-VILINJAMBAKKAM AMMAN KOIL
71H,16,KAMARAJ NAGAR,71H,71H,71H-KAMARAJ NAGAR
71V,1,BROADWAY,M.G.R.CENTRAL,71V-M.G.R.CENTRAL,71V-BROADWAY
71V,2,M.G.R.CENTRAL,DASAPRAKASH,71V-DASAPRAKASH,71V-M.G.R.CENTRAL
71V,3,DASAPRAKASH,TAYLORS ROAD,71V-TAYLORS ROAD,71V-DASAPRAKASH
71V,4,TAYLORS ROAD,KILPAUK GARDEN,71V-KILPAUK GARDEN,71V-TAYLORS ROAD
71V,5,KILPAUK GARDEN,ICF ANNEXE,71V-ICF ANNEXE,71V-KILPAUK GARDEN
71V,6,ICF ANNEXE,NATHAMUNI TALKIES,71V-NATHAMUNI TALKIES,71V-ICF ANNEXE
71V,7,NATHAMUNI TALKIES,LUCAS TVS,71V-LUCAS TVS,71V-NATHAMUNI TALKIES
71V,8,LUCAS TVS,AMBATTUR I.E.,71V-AMBATTUR I.E.,71V-LUCAS TVS
71V,9,AMBATTUR I.E.,DUNLOP,DUNLOP,71V-AMBATTUR I.E.
71V,10,DUNLOP,AMBATTUR O.T.,71V-AMBATTUR O.T.,DUNLOP
71V,11,AMBATTUR O.T.,THIRUMULLAIVOYAL,71V-THIRUMULLAIVOYAL,71V-AMBATTUR O.T.
71V,12,THIRUMULLAIVOYAL,POLYTECHNIC,71V-POLYTECHNIC,71V-THIRUMULLAIVOYAL
71V,13,POLYTECHNIC,AVADI,71V-AVADI,71V-POLYTECHNIC
71V,14,AVADI,KAVARAIPALAYAM,71V-KAVARAIPALAYAM,71V-AVADI
71V,15,KAVARAIPALAYAM,PATTABIRAM,71V-PATTABIRAM,71V-KAVARAIPALAYAM
71V,16,PATTABIRAM,NEMILICHERI,71V-NEMILICHERI,71V-PATTABIRAM
71V,17,NEMILICHERI,THIRUNINDRAVOOR,71V-THIRUNINDRAVOOR,71V-NEMILICHERI
71V,18,THIRUNINDRAVOOR,VEPPUMPATTU PULIYAMARAM,71V-VEPPUMPATTU PULIYAMARAM,71V-THIRUNINDRAVOOR
71V,19,VEPPUMPATTU PULIYAMARAM,VEPPAMPATTU E.WARAN NAGAR,71V-VEPPAMPATTU E.WARAN NAGAR,71V-VEPPUMPATTU PULIYAMARAM
71V,20,VEPPAMPATTU E.WARAN NAGAR,71V,71V,71V-VEPPAMPATTU E.WARAN NAGAR
73,1,AVADI,POLYTECHNIC,73-POLYTECHNIC,73-AVADI
73,2,POLYTECHNIC,THIRUMULLAIVOYAL,73-THIRUMULLAIVOYAL,73-POLYTECHNIC
73,3,THIRUMULLAIVOYAL,AMBATTUR O.T.,73-AMBATTUR O.T.,73-THIRUMULLAIVOYAL
73,4,AMBATTUR O.T.,DUNLOP,DUNLOP,73-AMBATTUR O.T.
73,5,DUNLOP,ATHIPATTU KRISHANER KOIL,73-ATHIPATTU KRISHANER KOIL,DUNLOP
73,6,ATHIPATTU KRISHANER KOIL,THREE STATUE (AYANAMBAKKAM),73-THREE STATUE (AYANAMBAKKAM),73-ATHIPATTU KRISHANER KOIL
73,7,THREE STATUE (AYANAMBAKKAM),VAANAGARAM,73-VAANAGARAM,73-THREE STATUE (AYANAMBAKKAM)
73,8,VAANAGARAM,MADURAVOYAL,73-MADURAVOYAL,73-VAANAGARAM
73,9,MADURAVOYAL,NERKUNDRAM,73-NERKUNDRAM,73-MADURAVOYAL
73,10,NERKUNDRAM,M.G.R.KOYAMBEDU,73-M.G.R.KOYAMBEDU,73-NERKUNDRAM
73,11,M.G.R.KOYAMBEDU,73,73,73-M.G.R.KOYAMBEDU
73C,1,AMBATTUR I.E.,DUNLOP,DUNLOP,73C-AMBATTUR I.E.
73C,2,DUNLOP,AYYAPPA NAGAR,73C-AYYAPPA NAGAR,DUNLOP
73C,3,AYYAPPA NAGAR,AYAPPAKKAM,73C-AYAPPAKKAM,73C-AYYAPPA NAGAR
73C,4,AYAPPAKKAM,73C,73C,73C-AYAPPAKKAM
73CT,1,AMBATTUR I.E.,DUNLOP,DUNLOP,73CT-AMBATTUR I.E.
73CT,2,DUNLOP,AYYAPPA NAGAR,73CT-AYYAPPA NAGAR,DUNLOP
73CT,3,AYYAPPA NAGAR,AYAPPAKKAM TNHB,73CT-AYAPPAKKAM TNHB,73CT-AYYAPPA NAGAR
73CT,4,AYAPPAKKAM TNHB,73CT,73CT,73CT-AYAPPAKKAM TNHB
77,1,AVADI,POLYTECHNIC,77-POLYTECHNIC,77-AVADI
77,2,POLYTECHNIC,THIRUMULLAIVOYAL,77-THIRUMULLAIVOYAL,77-POLYTECHNIC
77,3,THIRUMULLAIVOYAL,AMBATTUR O.T.,77-AMBATTUR O.T.,77-THIRUMULLAIVOYAL
77,4,AMBATTUR O.T.,DUNLOP,DUNLOP,77-AMBATTUR O.T.
77,5,DUNLOP,AMBATTUR I.E.,77-AMBATTUR I.E.,DUNLOP
77,6,AMBATTUR I.E.,GOLDEN FLAT,77-GOLDEN FLAT,77-AMBATTUR I.E.
77,7,GOLDEN FLAT,THIRUMANGALAM,77-THIRUMANGALAM,77-GOLDEN FLAT
77,8,THIRUMANGALAM,KOYAMBEDU SCHOOL,77-KOYAMBEDU SCHOOL,77-THIRUMANGALAM
77,9,KOYAMBEDU SCHOOL,M.G.R.KOYAMBEDU,77-M.G.R.KOYAMBEDU,77-KOYAMBEDU SCHOOL
77,10,M.G.R.KOYAMBEDU,77,77,77-M.G.R.KOYAMBEDU
77A,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77A-KOYAMBEDU SCHOOL,77A-M.G.R.KOYAMBEDU
77A,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77A-THIRUMANGALAM,77A-KOYAMBEDU SCHOOL
77A,3,THIRUMANGALAM,MOGAIPAIR ROAD JN.,77A-MOGAIPAIR ROAD JN.,77A-THIRUMANGALAM
77A,4,MOGAIPAIR ROAD JN.,AMBATTUR I.E.,77A-AMBATTUR I.E.,77A-MOGAIPAIR ROAD JN.
77A,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77A-AMBATTUR I.E.
77A,6,DUNLOP,AYYAPPA NAGAR,77A-AYYAPPA NAGAR,DUNLOP
77A,7,AYYAPPA NAGAR,2ND WATER TANK ON SECOND AVE.,77A-2ND WATER TANK ON SECOND AVE.,77A-AYYAPPA NAGAR
77A,8,2ND WATER TANK ON SECOND AVE.,AYAPPAKKAM,77A-AYAPPAKKAM,77A-2ND WATER TANK ON SECOND AVE.
77A,9,AYAPPAKKAM,77A,77A,77A-AYAPPAKKAM
77B,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77B-KOYAMBEDU SCHOOL,77B-M.G.R.KOYAMBEDU
77B,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77B-THIRUMANGALAM,77B-KOYAMBEDU SCHOOL
77B,3,THIRUMANGALAM,GOLDEN FLAT,77B-GOLDEN FLAT,77B-THIRUMANGALAM
77B,4,GOLDEN FLAT,AMBATTUR I.E.,77B-AMBATTUR I.E.,77B-GOLDEN FLAT
77B,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77B-AMBATTUR I.E.
77B,6,DUNLOP,AMBATTUR O.T.,77B-AMBATTUR O.T.,DUNLOP
77B,7,AMBATTUR O.T.,ORAGADAM O.T.,77B-ORAGADAM O.T.,77B-AMBATTUR O.T.
77B,8,ORAGADAM O.T.,ORAGADAM,77B-ORAGADAM,77B-ORAGADAM O.T.
77B,9,ORAGADAM,77B,77B,77B-ORAGADAM
77CT,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77CT-KOYAMBEDU SCHOOL,77CT-M.G.R.KOYAMBEDU
77CT,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77CT-THIRUMANGALAM,77CT-KOYAMBEDU SCHOOL
77CT,3,THIRUMANGALAM,GOLDEN FLAT,77CT-GOLDEN FLAT,77CT-THIRUMANGALAM
77CT,4,GOLDEN FLAT,AMBATTUR I.E.,77CT-AMBATTUR I.E.,77CT-GOLDEN FLAT
77CT,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77CT-AMBATTUR I.E.
77CT,6,DUNLOP,AMBATTUR O.T.,77CT-AMBATTUR O.T.,DUNLOP
77CT,7,AMBATTUR O.T.,THIRUMULLAIVOYAL,77CT-THIRUMULLAIVOYAL,77CT-AMBATTUR O.T.
77CT,8,THIRUMULLAIVOYAL,VINAYAGAR KOIL,77CT-VINAYAGAR KOIL,77CT-THIRUMULLAIVOYAL
77CT,9,VINAYAGAR KOIL,VENKATACHALAM NAGAR,77CT-VENKATACHALAM NAGAR,77CT-VINAYAGAR KOIL
77CT,10,VENKATACHALAM NAGAR,77CT,77CT,77CT-VENKATACHALAM NAGAR
77E,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77E-KOYAMBEDU SCHOOL,77E-M.G.R.KOYAMBEDU
77E,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77E-THIRUMANGALAM,77E-KOYAMBEDU SCHOOL
77E,3,THIRUMANGALAM,MOGAIPAIR ROAD JN.,77E-MOGAIPAIR ROAD JN.,77E-THIRUMANGALAM
77E,4,MOGAIPAIR ROAD JN.,AMBATTUR I.E.,77E-AMBATTUR I.E.,77E-MOGAIPAIR ROAD JN.
77E,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77E-AMBATTUR I.E.
77E,6,DUNLOP,AMBATTUR O.T.,77E-AMBATTUR O.T.,DUNLOP
77E,7,AMBATTUR O.T.,THIRUMULLAIVOYAL,77E-THIRUMULLAIVOYAL,77E-AMBATTUR O.T.
77E,8,THIRUMULLAIVOYAL,POLYTECHNIC,77E-POLYTECHNIC,77E-THIRUMULLAIVOYAL
77E,9,POLYTECHNIC,AVADI CIRCLE,77E-AVADI CIRCLE,77E-POLYTECHNIC
77E,10,AVADI CIRCLE,KOILPATHAGAI RD.JN.,77E-KOILPATHAGAI RD.JN.,77E-AVADI CIRCLE
77E,11,KOILPATHAGAI RD.JN.,H.V.F.MAIN GATE,77E-H.V.F.MAIN GATE,77E-KOILPATHAGAI RD.JN.
77E,12,H.V.F.MAIN GATE,C.R.P.CROSS RD.,77E-C.R.P.CROSS RD.,77E-H.V.F.MAIN GATE
77E,13,C.R.P.CROSS RD.,VENGAL CROSS ROAD,77E-VENGAL CROSS ROAD,77E-C.R.P.CROSS RD.
77E,14,VENGAL CROSS ROAD,VEERAPURAM,77E-VEERAPURAM,77E-VENGAL CROSS ROAD
77E,15,VEERAPURAM,KANNIAMMAN NAGAR,77E-KANNIAMMAN NAGAR,77E-VEERAPURAM
77E,16,KANNIAMMAN NAGAR,77E,77E,77E-KANNIAMMAN NAGAR
77K,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77K-KOYAMBEDU SCHOOL,77K-M.G.R.KOYAMBEDU
77K,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77K-THIRUMANGALAM,77K-KOYAMBEDU SCHOOL
77K,3,THIRUMANGALAM,GOLDEN FLAT,77K-GOLDEN FLAT,77K-THIRUMANGALAM
77K,4,GOLDEN FLAT,AMBATTUR I.E.,77K-AMBATTUR I.E.,77K-GOLDEN FLAT
77K,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77K-AMBATTUR I.E.
77K,6,DUNLOP,AMBATTUR O.T.,77K-AMBATTUR O.T.,DUNLOP
77K,7,AMBATTUR O.T.,VENGATAPURAM,77K-VENGATAPURAM,77K-AMBATTUR O.T.
77K,8,VENGATAPURAM,KARUKKU,77K-KARUKKU,77K-VENGATAPURAM
77K,9,KARUKKU,77K,77K,77K-KARUKKU
77M,1,MADANAKUPPAM,KALLIKUPPAM,77M-KALLIKUPPAM,77M-MADANAKUPPAM
77M,2,KALLIKUPPAM,PUDUR,77M-PUDUR,77M-KALLIKUPPAM
77M,3,PUDUR,AMBATTUR O.T.,77M-AMBATTUR O.T.,77M-PUDUR
77M,4,AMBATTUR O.T.,DUNLOP,DUNLOP,77M-AMBATTUR O.T.
77M,5,DUNLOP,AMBATTUR I.E.,77M-AMBATTUR I.E.,DUNLOP
77M,6,AMBATTUR I.E.,GOLDEN FLAT,77M-GOLDEN FLAT,77M-AMBATTUR I.E.
77M,7,GOLDEN FLAT,THIRUMANGALAM,77M-THIRUMANGALAM,77M-GOLDEN FLAT
77M,8,THIRUMANGALAM,KOYAMBEDU SCHOOL,77M-KOYAMBEDU SCHOOL,77M-THIRUMANGALAM
77M,9,KOYAMBEDU SCHOOL,KOYAMBEDU P.S,77M-KOYAMBEDU P.S,77M-KOYAMBEDU SCHOOL
77M,10,KOYAMBEDU P.S,KOYAMBEDU MARKET,77M-KOYAMBEDU MARKET,77M-KOYAMBEDU P.S
77M,11,KOYAMBEDU MARKET,77M,77M,77M-KOYAMBEDU MARKET
77P,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL,77P-KOYAMBEDU SCHOOL,77P-M.G.R.KOYAMBEDU
77P,2,KOYAMBEDU SCHOOL,THIRUMANGALAM,77P-THIRUMANGALAM,77P-KOYAMBEDU SCHOOL
77P,3,THIRUMANGALAM,MOGAIPAIR ROAD JN.,77P-MOGAIPAIR ROAD JN.,77P-THIRUMANGALAM
77P,4,MOGAIPAIR ROAD JN.,AMBATTUR I.E.,77P-AMBATTUR I.E.,77P-MOGAIPAIR ROAD JN.
77P,5,AMBATTUR I.E.,DUNLOP,DUNLOP,77P-AMBATTUR I.E.
77P,6,DUNLOP,AMBATTUR O.T.,77P-AMBATTUR O.T.,DUNLOP
77P,7,AMBATTUR O.T.,THIRUMULLAIVOYAL,77P-THIRUMULLAIVOYAL,77P-AMBATTUR O.T.
77P,8,THIRUMULLAIVOYAL,POLYTECHNIC,77P-POLYTECHNIC,77P-THIRUMULLAIVOYAL
77P,9,POLYTECHNIC,AVADI CIRCLE,77P-AVADI CIRCLE,77P-POLYTECHNIC
